"Location","Year","Series","Series Code","Month","Permits"
"Bexar County, TX",2020,"Units in Single Family Structures",2,11,509
"Bexar County, TX",2020,"Units in Single Family Structures",2,12,597
"Bexar County, TX",2020,"Units in All Multifamily Structures",3,1,290
"Bexar County, TX",2020,"Units in All Multifamily Structures",3,2,244
"Bexar County, TX",2020,"Units in All Multifamily Structures",3,3,460
"Bexar County, TX",2020,"Units in All Multifamily Structures",3,4,389
"Bexar County, TX",2020,"Units in All Multifamily Structures",3,5,379
"Bexar County, TX",2020,"Units in All Multifamily Structures",3,6,599
"Bexar County, TX",2020,"Units in All Multifamily Structures",3,7,548
"Bexar County, TX",2020,"Units in All Multifamily Structures",3,8,920
"Bexar County, TX",2020,"Units in All Multifamily Structures",3,9,31
"Bexar County, TX",2020,"Units in All Multifamily Structures",3,10,478
"Bexar County, TX",2020,"Units in All Multifamily Structures",3,11,358
"Bexar County, TX",2020,"Units in All Multifamily Structures",3,12,365
"Bexar County, TX",2020,"Units in 2-Unit Multifamily Structures",4,1,2
"Bexar County, TX",2020,"Units in 2-Unit Multifamily Structures",4,2,0
"Bexar County, TX",2020,"Units in 2-Unit Multifamily Structures",4,3,0
"Bexar County, TX",2020,"Units in 2-Unit Multifamily Structures",4,4,2
"Bexar County, TX",2020,"Units in 2-Unit Multifamily Structures",4,5,0
"Bexar County, TX",2020,"Units in 2-Unit Multifamily Structures",4,6,4
"Bexar County, TX",2020,"Units in 2-Unit Multifamily Structures",4,7,14
"Bexar County, TX",2020,"Units in 2-Unit Multifamily Structures",4,8,54
"Bexar County, TX",2020,"Units in 2-Unit Multifamily Structures",4,9,6
"Bexar County, TX",2020,"Units in 2-Unit Multifamily Structures",4,10,38
"Bexar County, TX",2020,"Units in 2-Unit Multifamily Structures",4,11,14
"Bexar County, TX",2020,"Units in 2-Unit Multifamily Structures",4,12,4
"Bexar County, TX",2020,"Units in 3 & 4-Unit Multifamily Structures",5,1,0
"Bexar County, TX",2020,"Units in 3 & 4-Unit Multifamily Structures",5,2,4
"Bexar County, TX",2020,"Units in 3 & 4-Unit Multifamily Structures",5,3,24
"Bexar County, TX",2020,"Units in 3 & 4-Unit Multifamily Structures",5,4,8
"Bexar County, TX",2020,"Units in 3 & 4-Unit Multifamily Structures",5,5,0
"Bexar County, TX",2020,"Units in 3 & 4-Unit Multifamily Structures",5,6,16
"Bexar County, TX",2020,"Units in 3 & 4-Unit Multifamily Structures",5,7,8
"Bexar County, TX",2020,"Units in 3 & 4-Unit Multifamily Structures",5,8,7
"Bexar County, TX",2020,"Units in 3 & 4-Unit Multifamily Structures",5,9,3
"Bexar County, TX",2020,"Units in 3 & 4-Unit Multifamily Structures",5,10,0
"Bexar County, TX",2020,"Units in 3 & 4-Unit Multifamily Structures",5,11,0
"Bexar County, TX",2020,"Units in 3 & 4-Unit Multifamily Structures",5,12,4
"Bexar County, TX",2020,"Units in 5+-Unit Multifamily Structures",6,1,288
"Bexar County, TX",2020,"Units in 5+-Unit Multifamily Structures",6,2,240
"Bexar County, TX",2020,"Units in 5+-Unit Multifamily Structures",6,3,436
"Bexar County, TX",2020,"Units in 5+-Unit Multifamily Structures",6,4,379
"Bexar County, TX",2020,"Units in 5+-Unit Multifamily Structures",6,5,379
"Bexar County, TX",2020,"Units in 5+-Unit Multifamily Structures",6,6,579
"Bexar County, TX",2020,"Units in 5+-Unit Multifamily Structures",6,7,526
"Bexar County, TX",2020,"Units in 5+-Unit Multifamily Structures",6,8,859
