"Location","Year","Series","Series Code","Month","Permits"
"Travis County, TX",2021,"Units in Single Family Structures",2,11,475
"Travis County, TX",2021,"Units in Single Family Structures",2,12,887
"Travis County, TX",2021,"Units in All Multifamily Structures",3,1,"2,320"
"Travis County, TX",2021,"Units in All Multifamily Structures",3,2,"2,296"
"Travis County, TX",2021,"Units in All Multifamily Structures",3,3,"1,621"
"Travis County, TX",2021,"Units in All Multifamily Structures",3,4,813
"Travis County, TX",2021,"Units in All Multifamily Structures",3,5,"1,531"
"Travis County, TX",2021,"Units in All Multifamily Structures",3,6,"1,386"
"Travis County, TX",2021,"Units in All Multifamily Structures",3,7,"1,428"
"Travis County, TX",2021,"Units in All Multifamily Structures",3,8,"3,356"
"Travis County, TX",2021,"Units in All Multifamily Structures",3,9,636
"Travis County, TX",2021,"Units in All Multifamily Structures",3,10,958
"Travis County, TX",2021,"Units in All Multifamily Structures",3,11,"1,654"
"Travis County, TX",2021,"Units in All Multifamily Structures",3,12,"1,852"
"Travis County, TX",2021,"Units in 2-Unit Multifamily Structures",4,1,14
"Travis County, TX",2021,"Units in 2-Unit Multifamily Structures",4,2,12
"Travis County, TX",2021,"Units in 2-Unit Multifamily Structures",4,3,36
"Travis County, TX",2021,"Units in 2-Unit Multifamily Structures",4,4,34
"Travis County, TX",2021,"Units in 2-Unit Multifamily Structures",4,5,12
"Travis County, TX",2021,"Units in 2-Unit Multifamily Structures",4,6,36
"Travis County, TX",2021,"Units in 2-Unit Multifamily Structures",4,7,14
"Travis County, TX",2021,"Units in 2-Unit Multifamily Structures",4,8,26
"Travis County, TX",2021,"Units in 2-Unit Multifamily Structures",4,9,44
"Travis County, TX",2021,"Units in 2-Unit Multifamily Structures",4,10,22
"Travis County, TX",2021,"Units in 2-Unit Multifamily Structures",4,11,20
"Travis County, TX",2021,"Units in 2-Unit Multifamily Structures",4,12,40
"Travis County, TX",2021,"Units in 3 & 4-Unit Multifamily Structures",5,1,0
"Travis County, TX",2021,"Units in 3 & 4-Unit Multifamily Structures",5,2,11
"Travis County, TX",2021,"Units in 3 & 4-Unit Multifamily Structures",5,3,19
"Travis County, TX",2021,"Units in 3 & 4-Unit Multifamily Structures",5,4,7
"Travis County, TX",2021,"Units in 3 & 4-Unit Multifamily Structures",5,5,18
"Travis County, TX",2021,"Units in 3 & 4-Unit Multifamily Structures",5,6,0
"Travis County, TX",2021,"Units in 3 & 4-Unit Multifamily Structures",5,7,6
"Travis County, TX",2021,"Units in 3 & 4-Unit Multifamily Structures",5,8,15
